Staten Island Rolling Sales File.  All Sales From August 2012 - August 2013. ,,,,,,,,,,,,,,,,,,,,
Sales File as of 08/30/2013  Coop Sales Files as of 09/18/2013,,,,,,,,,,,,,,,,,,,,
"Neighborhood Name 09/06/13, Descriptive Data is as of 06/01/13",,,,,,,,,,,,,,,,,,,,
Building Class Category is based on Building Class at Time of Sale.,,,,,,,,,,,,,,,,,,,,
BOROUGH,NEIGHBORHOOD,BUILDING CLASS CATEGORY,TAX CLASS AT PRESENT,BLOCK,LOT,EASE-MENT,BUILDING CLASS AT PRESENT,ADDRESS,"APART
MENT
NUMBER",ZIP CODE,RESIDENTIAL UNITS,COMMERCIAL UNITS,TOTAL UNITS,LAND SQUARE FEET,GROSS SQUARE FEET,YEAR BUILT,TAX CLASS AT TIME OF SALE,BUILDING CLASS AT TIME OF SALE,"SALE
PRICE",SALE DATE
5,GREAT KILLS              ,01  ONE FAMILY HOMES                        ,1,4645,209, ,A5, 118 WOODCUTTERS LANE                      ,            ,10306,1,0,1,"1,560","1,627",1994, 1 , A5 ,$0,1/4/2013
5,GREAT KILLS              ,01  ONE FAMILY HOMES                        ,1,5026,3, ,A5, 217 JUSTIN AVENUE                         ,            ,10306,1,0,1,"2,400","1,232",1970, 1 , A5 ,$0,12/6/2012
5,GREAT KILLS              ,01  ONE FAMILY HOMES                        ,1,5026,6, ,A5, 209 JUSTIN AVENUE                         ,            ,10306,1,0,1,"2,400","1,232",1970, 1 , A5 ,$0,5/28/2013
5,GREAT KILLS              ,01  ONE FAMILY HOMES                        ,1,5026,19, ,A5, 177 JUSTIN AVENUE                         ,            ,10306,1,0,1,"2,500","2,229",2012, 1 , A5 ,"$519,307",4/19/2013
5,GREAT KILLS              ,01  ONE FAMILY HOMES                        ,1,5026,22, ,A5, 175 JUSTIN AVENUE                         ,            ,10306,1,0,1,"2,500","2,229",2012, 1 , A5 ,"$518,289",2/4/2013
5,GREAT KILLS              ,01  ONE FAMILY HOMES                        ,1,5026,123, ,A5, 22 OVIS PLACE                             ,            ,10306,1,0,1,"2,544","1,232",1975, 1 , A5 ,$0,7/29/2013
5,GREAT KILLS              ,01  ONE FAMILY HOMES                        ,1,5027,41, ,A5, 23 THAYER PLACE                           ,            ,10306,1,0,1,"2,370","1,232",1965, 1 , A5 ,"$372,500",11/20/2012
5,GREAT KILLS              ,01  ONE FAMILY HOMES                        ,1,5028,7, ,A5, 29 OVIS PLACE                             ,            ,10306,1,0,1,"2,400","2,049",1972, 1 , A5 ,$0,12/14/2012
5,GREAT KILLS              ,01  ONE FAMILY HOMES                        ,1,5028,28, ,A5, 12 THAYER PLACE                           ,            ,10306,1,0,1,"2,375","1,232",1965, 1 , A5 ,"$395,000",12/13/2012
5,GREAT KILLS              ,01  ONE FAMILY HOMES                        ,1,5029,22, ,A5, 113 KELVIN AVENUE                         ,            ,10306,1,0,1,"2,352","1,160",1965, 1 , A5 ,$0,5/22/2013
5,GREAT KILLS              ,01  ONE FAMILY HOMES                        ,1,5029,56, ,A5, 198 JUSTIN AVENUE                         ,            ,10306,1,0,1,"2,660","1,584",1970, 1 , A5 ,$0,12/15/2012
5,GREAT KILLS              ,01  ONE FAMILY HOMES                        ,1,5105,59, ,A5, 169 REDGRAVE AVENUE                       ,            ,10306,1,0,1,"3,060","1,600",1975, 1 , A5 ,$0,8/8/2012
5,GREAT KILLS              ,01  ONE FAMILY HOMES                        ,1,5108,37, ,A5, 3551 HYLAN BOULEVARD                      ,            ,10308,1,0,1,"2,375","1,312",1970, 1 , A5 ,"$281,500",10/18/2012
5,GREAT KILLS              ,01  ONE FAMILY HOMES                        ,1,5110,37, ,A5, 107 GREENCROFT AVENUE                     ,            ,10308,1,0,1,"2,400","1,176",1965, 1 , A5 ,"$337,500",6/12/2013
5,GREAT KILLS              ,01  ONE FAMILY HOMES                        ,1,5110,48, ,A5, 133 GREENCROFT AVENUE                     ,            ,10308,1,0,1,"2,300","1,176",1965, 1 , A5 ,$0,10/12/2012
5,GREAT KILLS              ,01  ONE FAMILY HOMES                        ,1,5110,53, ,A5, 145 GREENCROFT AVENUE                     ,            ,10308,1,0,1,"2,300","1,176",1965, 1 , A5 ,"$399,000",6/25/2013
5,GREAT KILLS              ,01  ONE FAMILY HOMES                        ,1,5116,1, ,A5, 147 FIELDWAY AVENUE                       ,            ,10308,1,0,1,"2,600","1,248",1965, 1 , A5 ,"$320,000",4/19/2013
5,GREAT KILLS              ,01  ONE FAMILY HOMES                        ,1,5116,65, ,A1, 197 MAYBURY AVENUE                        ,            ,10308,1,0,1,"4,329","1,848",1960, 1 , A1 ,$0,8/31/2012
5,GREAT KILLS              ,01  ONE FAMILY HOMES                        ,1,5117,8, ,A1, 157 FIELDWAY AVENUE                       ,            ,10308,1,0,1,"5,610","2,028",1960, 1 , A1 ,"$550,000",2/7/2013
5,GREAT KILLS              ,01  ONE FAMILY HOMES                        ,1,5118,56, ,A5, 3643 HYLAN BOULEVARD                      ,            ,10308,1,0,1,"2,800","1,744",1965, 1 , A5 ,$0,10/25/2012
5,GREAT KILLS              ,01  ONE FAMILY HOMES                        ,1,5119,29, ,A1, 40 FIELDWAY AVENUE                        ,            ,10308,1,0,1,"4,920","1,784",1975, 1 , A1 ,$0,8/9/2012
5,GREAT KILLS              ,01  ONE FAMILY HOMES                        ,1,5120,3, ,A5, 123 HIGHLAND ROAD                         ,            ,10308,1,0,1,"2,332","1,600",1980, 1 , A5 ,$0,10/18/2012
5,GREAT KILLS              ,01  ONE FAMILY HOMES                        ,1,5126,7, ,A1, 223 GREAT KILLS ROAD                      ,            ,10308,1,0,1,"3,600","1,144",1920, 1 , A1 ,"$505,000",2/28/2013
5,GREAT KILLS              ,01  ONE FAMILY HOMES                        ,1,5126,37, ,A1, 169 GREAT KILLS ROAD                      ,            ,10308,1,0,1,"6,204","2,400",1980, 1 , A1 ,"$655,000",7/22/2013
5,GREAT KILLS              ,01  ONE FAMILY HOMES                        ,1,5127,11, ,A1, 35 MIDLAND ROAD                           ,            ,10308,1,0,1,"5,000","1,680",1940, 1 , A1 ,"$610,000",4/30/2013
5,GREAT KILLS              ,01  ONE FAMILY HOMES                        ,1,5128,24, ,A2, 99 MIDLAND ROAD                           ,            ,10308,1,0,1,"8,120","1,370",1950, 1 , A2 ,"$455,000",3/21/2013
5,GREAT KILLS              ,01  ONE FAMILY HOMES                        ,1,5128,96, ,A1, 220 GREAT KILLS ROAD                      ,            ,10308,1,0,1,"9,810","1,592",1930, 1 , A1 ,"$595,000",9/19/2012
5,GREAT KILLS              ,01  ONE FAMILY HOMES                        ,1,5129,30, ,A5, 26 KING JAMES COURT                       ,            ,10308,1,0,1,"3,103","2,400",1989, 1 , A5 ,"$445,000",11/16/2012
5,GREAT KILLS              ,01  ONE FAMILY HOMES                        ,1,5129,55, ,A1, 146 FIELDWAY AVENUE                       ,            ,10308,1,0,1,"4,173","2,304",1970, 1 , A1 ,$0,6/27/2013
5,GREAT KILLS              ,01  ONE FAMILY HOMES                        ,1,5130,65, ,A2, 281 GREENCROFT AVENUE                     ,            ,10308,1,0,1,"5,000",964,1930, 1 , A2 ,"$340,000",6/21/2013
5,GREAT KILLS              ,01  ONE FAMILY HOMES                        ,1,5131,27, ,A5, 270 GREENCROFT AVENUE                     ,            ,10308,1,0,1,"2,804","2,304",2012, 1 , A5 ,"$524,398",9/21/2012
5,GREAT KILLS              ,01  ONE FAMILY HOMES                        ,1,5131,27, ,A5, 270 GREENCROFT AVENUE                     ,            ,10308,1,0,1,"2,804","2,304",2012, 1 , A5 ,$0,9/21/2012
5,GREAT KILLS              ,01  ONE FAMILY HOMES                        ,1,5131,30, ,A5, 268 GREENCROFT AVENUE                     ,            ,10308,1,0,1,"2,642","2,304",2012, 1 , A5 ,"$524,398",10/4/2012
5,GREAT KILLS              ,01  ONE FAMILY HOMES                        ,1,5131,30, ,A5, 268 GREENCROFT AVENUE                     ,            ,10308,1,0,1,"2,642","2,304",2012, 1 , A5 ,$0,10/4/2012
5,GREAT KILLS              ,01  ONE FAMILY HOMES                        ,1,5131,31, ,A5, 264 GREENCROFT AVENUE                     ,            ,10308,1,0,1,"2,627","2,304",2012, 1 , A5 ,$0,9/19/2012
5,GREAT KILLS              ,01  ONE FAMILY HOMES                        ,1,5131,31, ,A5, 264 GREENCROFT AVENUE                     ,            ,10308,1,0,1,"2,627","2,304",2012, 1 , A5 ,"$524,398",9/19/2012
5,GREAT KILLS              ,01  ONE FAMILY HOMES                        ,1,5131,32, ,A5, 262 GREENCROFT AVENUE                     ,            ,10308,1,0,1,"2,637","2,304",2012, 1 , A5 ,"$524,398",3/22/2013
5,GREAT KILLS              ,01  ONE FAMILY HOMES                        ,1,5131,35, ,A5, 256 GREENCROFT AVENUE                     ,            ,10308,1,0,1,"2,448","1,176",1965, 1 , A5 ,$0,7/26/2013
5,GREAT KILLS              ,01  ONE FAMILY HOMES                        ,1,5132,10, ,A1, 3846 AMBOY ROAD                           ,            ,10308,1,0,1,"5,000","2,806",1920, 1 , A1 ,$0,1/28/2013
5,GREAT KILLS              ,01  ONE FAMILY HOMES                        ,1,5132,18, ,A5, 10 MIDLAND ROAD                           ,            ,10308,1,0,1,"2,474","2,295",1996, 1 , A5 ,$0,2/11/2013
5,GREAT KILLS              ,01  ONE FAMILY HOMES                        ,1,5136,55, ,A1, 111 DENT ROAD                             ,            ,10308,1,0,1,"8,250","1,960",1950, 1 , A1 ,"$450,000",7/29/2013
5,GREAT KILLS              ,01  ONE FAMILY HOMES                        ,1,5138,5, ,A2, 120 RAMBLE ROAD                           ,            ,10308,1,0,1,"8,030","2,213",1983, 1 , A2 ,$0,10/23/2012
5,GREAT KILLS              ,01  ONE FAMILY HOMES                        ,1,5138,71, ,A2, 104 DENT ROAD                             ,            ,10308,1,0,1,"8,424","1,072",1950, 1 , A2 ,"$510,000",11/20/2012
5,GREAT KILLS              ,01  ONE FAMILY HOMES                        ,1,5139,25, ,A1, 19 OCEAN ROAD                             ,            ,10308,1,0,1,"7,711","3,522",2012, 1 , A1 ,"$926,607",5/17/2013
5,GREAT KILLS              ,01  ONE FAMILY HOMES                        ,1,5139,34, ,A1, 193 HILLSIDE TERRACE                      ,            ,10308,1,0,1,"7,711","3,522",2012, 1 , A1 ,"$926,607",7/15/2013
5,GREAT KILLS              ,01  ONE FAMILY HOMES                        ,1,5140,6, ,A2, 12 OCEAN ROAD                             ,            ,10308,1,0,1,"8,750","1,228",1950, 1 , A2 ,$0,11/11/2012
5,GREAT KILLS              ,01  ONE FAMILY HOMES                        ,1,5140,64, ,A0, 231 HILLSIDE TERRACE                      ,            ,10308,1,0,1,"5,040","1,476",1950, 1 , A0 ,$0,11/29/2012
5,GREAT KILLS              ,01  ONE FAMILY HOMES                        ,1,5143,17, ,S1, 3 NELSON AVENUE                           ,            ,10308,1,1,2,"1,518","2,068",1955, 1 , S1 ,$0,5/9/2013
5,GREAT KILLS              ,01  ONE FAMILY HOMES                        ,1,5143,17, ,S1, 3 NELSON AVENUE                           ,            ,10308,1,1,2,"1,518","2,068",1955, 1 , S1 ,$0,5/9/2013
5,GREAT KILLS              ,01  ONE FAMILY HOMES                        ,1,5143,27, ,S1, 3984 AMBOY ROAD                           ,            ,10303,1,1,2,"2,565","1,890",1954, 1 , S1 ,$0,9/30/2012
5,GREAT KILLS              ,01  ONE FAMILY HOMES                        ,1,5148,30, ,A2, 176 HILLSIDE TERRACE                      ,            ,10308,1,0,1,"8,450","1,248",1965, 1 , A2 ,$0,3/8/2013
5,GREAT KILLS              ,01  ONE FAMILY HOMES                        ,1,5150,6, ,A5, 124 RUSTIC PLACE                          ,            ,10308,1,0,1,"3,750","1,512",1975, 1 , A5 ,"$471,600",6/12/2013
5,GREAT KILLS              ,01  ONE FAMILY HOMES                        ,1,5150,46, ,A2, 99 GRANDVIEW TERRACE                      ,            ,10308,1,0,1,"9,540","1,296",1960, 1 , A2 ,$0,1/15/2013
5,GREAT KILLS              ,01  ONE FAMILY HOMES                        ,1,5152,55, ,A5, 747 DURANT AVENUE                         ,            ,10308,1,0,1,"2,040","1,120",1990, 1 , A5 ,"$357,500",9/27/2012
5,GREAT KILLS              ,01  ONE FAMILY HOMES                        ,1,5153,32, ,A1, 226 HILLSIDE TERRACE                      ,            ,10308,1,0,1,"16,500","2,041",1930, 1 , A1 ,$0,1/28/2013
5,GREAT KILLS              ,01  ONE FAMILY HOMES                        ,1,5153,105, ,A1, 257 CLEVELAND AVENUE                      ,            ,10308,1,0,1,"2,850","1,600",1944, 1 , A1 ,"$385,000",10/15/2012
5,GREAT KILLS              ,01  ONE FAMILY HOMES                        ,1,5156,33, ,A5, 15 NASH COURT                             ,            ,10308,1,0,1,"2,450","1,696",1975, 1 , A5 ,"$375,000",5/31/2013
5,GREAT KILLS              ,01  ONE FAMILY HOMES                        ,1,5156,74, ,A5, 16 NASH COURT                             ,            ,10308,1,0,1,"2,880","1,200",1965, 1 , A5 ,$0,5/21/2013
5,GREAT KILLS              ,01  ONE FAMILY HOMES                        ,1,5190,103, ,A1, 49 WATERSIDE PARKWAY                      ,            ,10308,1,0,1,"12,420","1,736",1925, 1 , A1 ,$0,12/6/2012
5,GREAT KILLS              ,01  ONE FAMILY HOMES                        ,1,5200,9, ,A5, 324 GREAT KILLS ROAD                      ,            ,10308,1,0,1,"2,592","1,410",1980, 1 , A5 ,"$360,000",9/10/2012
5,GREAT KILLS              ,01  ONE FAMILY HOMES                        ,1,5218,1, ,A2, 117 LINDENWOOD ROAD                       ,            ,10308,1,0,1,"5,184","1,210",1960, 1 , A2 ,"$397,500",10/26/2012
5,GREAT KILLS              ,01  ONE FAMILY HOMES                        ,  ,5230,2, ,  , 189 OAKDALE STREET                        ,            ,0,0,0,0,0,0,0, 1 , A5 ,"$529,490",5/31/2013
5,GREAT KILLS              ,01  ONE FAMILY HOMES                        ,1,5230,53, ,A5, 486 ARMSTRONG AVENUE                      ,            ,10308,1,0,1,"2,375","1,072",1965, 1 , A5 ,$0,11/12/2012
5,GREAT KILLS              ,01  ONE FAMILY HOMES                        ,1,5230,64, ,A5, 466 ARMSTRONG AVENUE                      ,            ,10308,1,0,1,"2,375","1,072",1965, 1 , A5 ,$0,11/29/2012
5,GREAT KILLS              ,01  ONE FAMILY HOMES                        ,1,5233,9, ,A1, 389 ROBINSON AVENUE                       ,            ,10312,1,0,1,"3,800","3,050",2004, 1 , A1 ,$0,10/25/2012
5,GREAT KILLS              ,01  ONE FAMILY HOMES                        ,1,5233,16, ,A1, 401 ROBINSON AVENUE                       ,            ,10312,1,0,1,"3,800","1,020",1945, 1 , A1 ,$0,7/3/2013
5,GREAT KILLS              ,01  ONE FAMILY HOMES                        ,1,5234,22, ,A1, 409 BEACH ROAD                            ,            ,10312,1,0,1,"5,035","2,032",1950, 1 , A1 ,"$620,000",7/11/2013
5,GREAT KILLS              ,01  ONE FAMILY HOMES                        ,1,5234,50, ,A2, 410 ROBINSON AVENUE                       ,            ,10312,1,0,1,"5,415","1,392",1950, 1 , A2 ,$0,5/8/2013
5,GREAT KILLS              ,01  ONE FAMILY HOMES                        ,1,5235,38, ,A2, 236 OAKDALE STREET                        ,            ,10312,1,0,1,"7,505","3,027",1950, 1 , A2 ,$0,8/28/2012
5,GREAT KILLS              ,01  ONE FAMILY HOMES                        ,1,5238,19, ,A5, 475 WINCHESTER AVENUE                     ,            ,10312,1,0,1,"2,626","2,396",2012, 1 , A5 ,"$500,000",10/11/2012
5,GREAT KILLS              ,01  ONE FAMILY HOMES                        ,1,5238,20, ,A5, 477 WINCHESTER AVENUE                     ,            ,10312,1,0,1,"2,714","2,396",2012, 1 , A5 ,"$506,493",5/28/2013
5,GREAT KILLS              ,01  ONE FAMILY HOMES                        ,1,5240,13, ,A2, 395 THORNYCROFT AVENUE                    ,            ,10312,1,0,1,"4,000",912,1955, 1 , A2 ,$0,1/30/2013
5,GREAT KILLS              ,01  ONE FAMILY HOMES                        ,1,5241,6, ,A2, 393 WINCHESTER AVENUE                     ,            ,10312,1,0,1,"5,000","1,040",1960, 1 , A2 ,"$435,000",8/10/2012
5,GREAT KILLS              ,01  ONE FAMILY HOMES                        ,1,5241,10, ,A2, 401 WINCHESTER AVENUE                     ,            ,10312,1,0,1,"4,000","1,040",1960, 1 , A2 ,"$440,000",10/2/2012
5,GREAT KILLS              ,01  ONE FAMILY HOMES                        ,1,5242,67, ,A2, 388 WINCHESTER AVENUE                     ,            ,10312,1,0,1,"4,410","1,092",1960, 1 , A2 ,"$470,000",9/11/2012
5,GREAT KILLS              ,01  ONE FAMILY HOMES                        ,1,5244,69, ,A2, 19 EDGEWOOD ROAD                          ,            ,10308,1,0,1,"8,400","1,784",1901, 1 , A2 ,"$500,000",10/16/2012
5,GREAT KILLS              ,01  ONE FAMILY HOMES                        ,1,5246,49, ,A2, 73 HILLCREST AVENUE                       ,            ,10308,1,0,1,"5,625","1,697",1950, 1 , A2 ,$0,1/23/2013
5,GREAT KILLS              ,01  ONE FAMILY HOMES                        ,1,5247,62, ,A2, 241 LINDENWOOD ROAD                       ,            ,10308,1,0,1,"2,880","1,040",1940, 1 , A2 ,"$60,000",1/21/2013
5,GREAT KILLS              ,01  ONE FAMILY HOMES                        ,1,5248,5, ,A2, 102 HILLCREST AVENUE                      ,            ,10308,1,0,1,"3,600",912,1940, 1 , A2 ,"$175,000",3/12/2013
5,GREAT KILLS              ,01  ONE FAMILY HOMES                        ,1,5252,59, ,A2, 103 ACACIA AVENUE                         ,            ,10308,1,0,1,"4,750","1,205",1950, 1 , A2 ,$0,12/3/2012
5,GREAT KILLS              ,01  ONE FAMILY HOMES                        ,1,5255,29, ,A2, 18 ACACIA AVENUE                          ,            ,10308,1,0,1,"3,800","1,848",1965, 1 , A2 ,$0,8/4/2012
5,GREAT KILLS              ,01  ONE FAMILY HOMES                        ,1,5255,44, ,A0, 65 OCEANVIEW PLACE                        ,            ,10308,1,0,1,"3,895","1,442",1953, 1 , A0 ,$0,12/3/2012
5,GREAT KILLS              ,01  ONE FAMILY HOMES                        ,1,5255,44, ,A0, 65 OCEANVIEW PLACE                        ,            ,10308,1,0,1,"3,895","1,442",1953, 1 , A0 ,$0,12/2/2012
5,GREAT KILLS              ,01  ONE FAMILY HOMES                        ,1,5255,47, ,A2, 11 RAMBLEWOOD AVENUE                      ,            ,10308,1,0,1,"3,800",956,1960, 1 , A2 ,"$202,800",2/20/2013
5,GREAT KILLS              ,01  ONE FAMILY HOMES                        ,1,5256,35, ,A2, 80 RAMBLEWOOD AVENUE                      ,            ,10308,1,0,1,"3,800","1,911",1966, 1 , A2 ,$0,9/13/2012
5,GREAT KILLS              ,01  ONE FAMILY HOMES                        ,1,5257,1, ,A1, 92 SYCAMORE STREET                        ,            ,10308,1,0,1,"5,700","1,449",1935, 1 , A1 ,"$529,000",7/29/2013
5,GREAT KILLS              ,01  ONE FAMILY HOMES                        ,1,5257,12, ,A2, 54 RAMBLEWOOD AVENUE                      ,            ,10308,1,0,1,"3,800","1,876",1955, 1 , A2 ,"$247,500",10/22/2012
5,GREAT KILLS              ,01  ONE FAMILY HOMES                        ,1,5258,69, ,A2, 133 ELMWOOD AVENUE                        ,            ,10308,1,0,1,"3,705",900,1935, 1 , A2 ,$0,11/19/2012
5,GREAT KILLS              ,01  ONE FAMILY HOMES                        ,1,5259,16, ,A1, 38 CLOVERDALE AVENUE                      ,            ,10308,1,0,1,"3,705","3,270",2005, 1 , A1 ,$0,7/24/2013
5,GREAT KILLS              ,01  ONE FAMILY HOMES                        ,1,5259,23, ,A5, 26 CLOVERDALE AVENUE                      ,            ,10308,1,0,1,"2,185","1,095",1970, 1 , A5 ,$0,2/8/2013
5,GREAT KILLS              ,01  ONE FAMILY HOMES                        ,1,5259,69, ,A2, 45 ELMWOOD AVENUE                         ,            ,10308,1,0,1,"4,000",912,1955, 1 , A2 ,"$415,000",5/23/2013
5,GREAT KILLS              ,01  ONE FAMILY HOMES                        ,1,5260,30, ,A2, 98 ELMWOOD AVENUE                         ,            ,10308,1,0,1,"3,800","1,075",1960, 1 , A2 ,"$384,000",8/6/2012
5,GREAT KILLS              ,01  ONE FAMILY HOMES                        ,1,5260,55, ,A2, 415 ARMSTRONG AVENUE                      ,            ,10308,1,0,1,"3,800",960,1955, 1 , A2 ,$10,1/15/2013
5,GREAT KILLS              ,01  ONE FAMILY HOMES                        ,1,5263,24, ,A2, 348 ARMSTRONG AVENUE                      ,            ,10308,1,0,1,"3,600",912,1950, 1 , A2 ,"$350,000",1/21/2013
5,GREAT KILLS              ,01  ONE FAMILY HOMES                        ,1,5263,87, ,A2, 315 ROBINSON AVENUE                       ,            ,10312,1,0,1,"5,700","1,358",1930, 1 , A2 ,$0,2/20/2013
5,GREAT KILLS              ,01  ONE FAMILY HOMES                        ,1,5264,92, ,A2, 325 BEACH ROAD                            ,            ,10312,1,0,1,"5,200",888,1950, 1 , A2 ,"$440,000",10/1/2012
5,GREAT KILLS              ,01  ONE FAMILY HOMES                        ,1,5265,3, ,A5, 210 SYCAMORE STREET                       ,            ,10312,1,0,1,"1,050","1,480",1989, 1 , A5 ,"$330,000",12/27/2012
5,GREAT KILLS              ,01  ONE FAMILY HOMES                        ,1,5265,6, ,A5, 216 SYCAMORE STREET                       ,            ,10312,1,0,1,"1,805","1,480",1989, 1 , A5 ,"$335,000",6/18/2013
5,GREAT KILLS              ,01  ONE FAMILY HOMES                        ,1,5265,16, ,A2, 344 BEACH ROAD                            ,            ,10312,1,0,1,"5,200",864,1950, 1 , A2 ,$0,6/12/2013
5,GREAT KILLS              ,01  ONE FAMILY HOMES                        ,1,5265,37, ,A2, 302 BEACH ROAD                            ,            ,10312,1,0,1,"3,800",912,1950, 1 , A2 ,"$356,000",3/13/2013
5,GREAT KILLS              ,01  ONE FAMILY HOMES                        ,1,5266,99, ,A2, 339 THORNYCROFT AVENUE                    ,            ,10312,1,0,1,"5,000","1,563",1945, 1 , A2 ,"$410,000",2/1/2013
5,GREAT KILLS              ,01  ONE FAMILY HOMES                        ,1,5269,54, ,A1, 21 DAVID STREET                           ,            ,10308,1,0,1,"5,000","2,024",1950, 1 , A1 ,"$625,000",5/10/2013
5,GREAT KILLS              ,01  ONE FAMILY HOMES                        ,1,5271,44, ,A1, 21 PRESLEY STREET                         ,            ,10308,1,0,1,"4,000","1,308",1910, 1 , A1 ,"$500,000",3/29/2013
5,GREAT KILLS              ,01  ONE FAMILY HOMES                        ,1,5272,32, ,A2, 12 PRESLEY STREET                         ,            ,10308,1,0,1,"2,852",450,1920, 1 , A2 ,"$280,000",9/11/2012
5,GREAT KILLS              ,01  ONE FAMILY HOMES                        ,1,5272,68, ,A2, 4033 HYLAN BOULEVARD                      ,            ,10308,1,0,1,"2,000",608,1910, 1 , A2 ,$0,3/7/2013
5,GREAT KILLS              ,01  ONE FAMILY HOMES                        ,1,5272,69, ,A2, 4035 HYLAN BOULEVARD                      ,            ,10308,1,0,1,"2,000",864,1910, 1 , A2 ,$0,3/7/2013
5,GREAT KILLS              ,01  ONE FAMILY HOMES                        ,1,5273,16, ,A2, 100 HILLCREST STREET                      ,            ,10308,1,0,1,"4,000",680,1930, 1 , A2 ,"$260,000",3/27/2013
5,GREAT KILLS              ,01  ONE FAMILY HOMES                        ,1,5274,12, ,A5, 96 DAVID STREET                           ,            ,10308,1,0,1,"2,500","1,184",1960, 1 , A5 ,$0,1/14/2013
5,GREAT KILLS              ,01  ONE FAMILY HOMES                        ,1,5274,58, ,A1, 89 DRIGGS STREET                          ,            ,10308,1,0,1,"4,000","1,304",1915, 1 , A1 ,$0,8/24/2012
5,GREAT KILLS              ,01  ONE FAMILY HOMES                        ,1,5275,20, ,A2, 74 DRIGGS STREET                          ,            ,10308,1,0,1,"4,600","1,008",1955, 1 , A2 ,"$330,000",12/11/2012
5,GREAT KILLS              ,01  ONE FAMILY HOMES                        ,1,5277,51, ,A1, 171 DAVID STREET                          ,            ,10308,1,0,1,"3,000","1,240",1925, 1 , A1 ,"$325,000",2/8/2013
5,GREAT KILLS              ,01  ONE FAMILY HOMES                        ,1,5277,59, ,A2, 131 WILLIAM AVENUE                        ,            ,10308,1,0,1,"3,600","1,680",1965, 1 , A2 ,"$440,000",9/24/2012
5,GREAT KILLS              ,01  ONE FAMILY HOMES                        ,1,5278,20, ,A1, 140 DAVID STREET                          ,            ,10308,1,0,1,"3,000","2,060",1997, 1 , A1 ,"$585,000",4/18/2013
5,GREAT KILLS              ,01  ONE FAMILY HOMES                        ,1,5278,22, ,A1, 136 DAVID STREET                          ,            ,10308,1,0,1,"4,000","1,314",1920, 1 , A1 ,$0,2/5/2013
5,GREAT KILLS              ,01  ONE FAMILY HOMES                        ,1,5278,34, ,A1, 129 DRIGGS STREET                         ,            ,10308,1,0,1,"4,000","1,589",1940, 1 , A1 ,"$425,000",6/20/2013
5,GREAT KILLS              ,01  ONE FAMILY HOMES                        ,1,5278,34, ,A1, 129 DRIGGS STREET                         ,            ,10308,1,0,1,"4,000","1,589",1940, 1 , A1 ,$0,11/20/2012
5,GREAT KILLS              ,01  ONE FAMILY HOMES                        ,1,5280,8, ,A1, 136 KING STREET                           ,            ,10308,1,0,1,"4,251","1,408",1925, 1 , A1 ,"$550,000",6/13/2013
5,GREAT KILLS              ,01  ONE FAMILY HOMES                        ,1,5281,59, ,A5, 7 WILLIAM AVENUE                          ,            ,10308,1,0,1,"2,375","1,344",1980, 1 , A5 ,"$365,000",3/27/2013
5,GREAT KILLS              ,01  ONE FAMILY HOMES                        ,1,5282,95, ,A2, 187 ARMSTRONG AVENUE                      ,            ,10308,1,0,1,"7,614","1,056",1955, 1 , A2 ,"$420,000",6/20/2013
5,GREAT KILLS              ,01  ONE FAMILY HOMES                        ,1,5282,126, ,A5, 225 ARMSTRONG AVENUE                      ,            ,10308,1,0,1,"2,838","1,200",1970, 1 , A5 ,"$380,000",4/30/2013
5,GREAT KILLS              ,01  ONE FAMILY HOMES                        ,1,5282,138, ,A2, 249 ARMSTRONG AVENUE                      ,            ,10308,1,0,1,"2,560",720,1955, 1 , A2 ,"$350,000",9/26/2012
5,GREAT KILLS              ,01  ONE FAMILY HOMES                        ,1,5283,10, ,A1, 248 ARMSTRONG AVENUE                      ,            ,10308,1,0,1,"3,600","1,210",1915, 1 , A1 ,$0,2/26/2013
5,GREAT KILLS              ,01  ONE FAMILY HOMES                        ,1,5284,29, ,A5, 206 ROBINSON AVENUE                       ,            ,10312,1,0,1,"2,500","1,230",1960, 1 , A5 ,"$375,000",11/30/2012
5,GREAT KILLS              ,01  ONE FAMILY HOMES                        ,1,5284,57, ,A2, 207 BEACH ROAD                            ,            ,10312,1,0,1,"3,800","1,101",1960, 1 , A2 ,$10,9/4/2012
5,GREAT KILLS              ,01  ONE FAMILY HOMES                        ,1,5285,38, ,A2, 245 KING STREET                           ,            ,10312,1,0,1,"8,645","3,048",1960, 1 , A2 ,"$749,000",8/31/2012
5,GREAT KILLS              ,01  ONE FAMILY HOMES                        ,1,5286,5, ,A2, 198 KING STREET                           ,            ,10308,1,0,1,"3,800",875,1940, 1 , A2 ,"$435,000",9/12/2012
5,GREAT KILLS              ,01  ONE FAMILY HOMES                        ,1,5286,57, ,A2, 143 ROBINSON AVENUE                       ,            ,10312,1,0,1,"5,898","1,000",1960, 1 , A2 ,$0,5/28/2013
5,GREAT KILLS              ,01  ONE FAMILY HOMES                        ,1,5287,40, ,A5, 4249 HYLAN BOULEVARD                      ,            ,10312,1,0,1,"2,404","1,050",1960, 1 , A5 ,"$340,000",3/8/2013
5,GREAT KILLS              ,01  ONE FAMILY HOMES                        ,1,5287,46, ,A2, 11 PACIFIC AVENUE                         ,            ,10312,1,0,1,"4,600","1,000",1960, 1 , A2 ,$10,7/9/2013
